Date,Time,Rep,Trt,Stress,Algae,Type,FO_Menupoint,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Fo,1:Fm,1:Fv/Fm,Comments
7/24/14,19:16:33,4,D,1,Phormidium,F,17,804,216,216,3857,0,0,~165,0.84,0,0.724,0,1.144,278,463,0.4,
7/24/14,19:18:47,4,E,1,Nostoc brains,F,17,808,246,288,101,0.146,6.2,~231,0.84,0.737,0.066,0.692,0.042,239,300,0.203,
7/24/14,19:19:07,4,E,1,Nostoc brains,F,17,809,222,253,205,0.123,10.6,~208,0.84,0.689,0.262,0.646,0.186,239,300,0.203,
7/24/14,19:19:27,4,E,1,Nostoc brains,F,17,810,199,222,331,0.104,14.5,~187,0.84,0.657,0.426,0.617,0.351,239,300,0.203,
7/24/14,19:19:46,4,E,1,Nostoc brains,F,17,811,182,202,476,0.099,19.8,~172,0.84,0.667,0.508,0.63,0.485,239,300,0.203,
7/24/14,19:20:06,4,E,1,Nostoc brains,F,17,812,167,185,638,0.097,26,~160,0.84,0.72,0.59,0.69,0.622,239,300,0.203,
7/24/14,19:20:25,4,E,1,Nostoc brains,F,17,813,156,168,926,0.071,27.6,~147,0.84,0.571,0.656,0.538,0.786,239,300,0.203,
7/24/14,19:20:45,4,E,1,Nostoc brains,F,17,814,145,156,1227,0.071,36.6,~138,0.84,0.611,0.705,0.582,0.923,239,300,0.203,
7/24/14,19:21:04,4,E,1,Nostoc brains,F,17,815,136,142,1843,0.042,32.5,~127,0.84,0.4,0.754,0.374,1.113,239,300,0.203,
7/24/14,19:23:35,4,F,1,Cyano Spires,F,17,819,811,974,101,0.167,7.1,~737,0.84,0.688,0.277,0.625,0.205,846,1174,0.279,
7/24/14,19:23:55,4,F,1,Cyano Spires,F,17,820,740,869,205,0.148,12.7,~675,0.84,0.665,0.409,0.607,0.351,846,1174,0.279,
7/24/14,19:24:14,4,F,1,Cyano Spires,F,17,821,684,780,331,0.123,17.1,~620,0.84,0.6,0.512,0.544,0.505,846,1174,0.279,
7/24/14,19:24:34,4,F,1,Cyano Spires,F,17,822,649,723,476,0.102,20.4,~584,0.84,0.532,0.576,0.479,0.624,846,1174,0.279,
7/24/14,19:24:54,4,F,1,Cyano Spires,F,17,823,621,682,638,0.089,23.8,~557,0.84,0.488,0.619,0.438,0.721,846,1174,0.279,
7/24/14,19:25:13,4,F,1,Cyano Spires,F,17,824,598,639,926,0.064,24.9,~528,0.84,0.369,0.662,0.326,0.837,846,1174,0.279,
7/24/14,19:25:33,4,F,1,Cyano Spires,F,17,825,572,600,1227,0.047,24.2,~501,0.84,0.283,0.698,0.248,0.957,846,1174,0.279,
7/24/14,19:25:52,4,F,1,Cyano Spires,F,17,826,541,559,1843,0.032,24.8,~472,0.84,0.207,0.735,0.181,1.1,846,1174,0.279,
7/24/14,19:27:45,4,G,1,Rusty Cladophora,F,17,829,1065,1439,101,0.26,11,~866,0.84,0.653,0.354,0.531,0.321,1014,1901,0.467,
7/24/14,19:28:04,4,G,1,Rusty Cladophora,F,17,830,924,1197,205,0.228,19.6,~772,0.84,0.642,0.521,0.536,0.588,1014,1901,0.467,
7/24/14,19:28:24,4,G,1,Rusty Cladophora,F,17,831,846,1034,331,0.182,25.3,~701,0.84,0.565,0.625,0.468,0.838,1014,1901,0.467,
7/24/14,19:28:43,4,G,1,Rusty Cladophora,F,17,832,800,941,476,0.15,30,~657,0.84,0.496,0.68,0.407,1.02,1014,1901,0.467,
7/24/14,19:29:03,4,G,1,Rusty Cladophora,F,17,833,756,858,638,0.119,31.9,~615,0.84,0.42,0.726,0.342,1.216,1014,1901,0.467,
7/24/14,19:29:23,4,G,1,Rusty Cladophora,F,17,834,692,772,926,0.104,40.4,~570,0.84,0.396,0.772,0.326,1.462,1014,1901,0.467,
7/24/14,19:29:42,4,G,1,Rusty Cladophora,F,17,835,657,716,1227,0.082,42.3,~539,0.84,0.333,0.8,0.273,1.655,1014,1901,0.467,
7/24/14,19:30:02,4,G,1,Rusty Cladophora,F,17,836,634,673,1843,0.058,44.9,~514,0.84,0.245,0.821,0.199,1.825,1014,1901,0.467,
7/24/14,16:40:28,5,A,0,Rusty Cladophora,F,17,519,773,1137,101,0.32,13.6,~705,0.84,0.843,0.324,0.769,0.28,816,1455,0.439,
7/24/14,16:40:47,5,A,0,Rusty Cladophora,F,17,520,718,992,205,0.276,23.8,~647,0.84,0.794,0.46,0.715,0.467,816,1455,0.439,
7/24/14,16:41:07,5,A,0,Rusty Cladophora,F,17,521,665,863,331,0.229,31.8,~589,0.84,0.723,0.571,0.64,0.686,816,1455,0.439,
7/24/14,16:41:26,5,A,0,Rusty Cladophora,F,17,522,640,792,476,0.192,38.4,~555,0.84,0.641,0.629,0.556,0.837,816,1455,0.439,
7/24/14,16:41:46,5,A,0,Rusty Cladophora,F,17,523,604,722,638,0.163,43.7,~520,0.84,0.584,0.684,0.503,1.015,816,1455,0.439,
7/24/14,16:42:06,5,A,0,Rusty Cladophora,F,17,524,574,652,926,0.12,46.7,~483,0.84,0.462,0.736,0.389,1.232,816,1455,0.439,
7/24/14,16:42:25,5,A,0,Rusty Cladophora,F,17,525,546,603,1227,0.095,49,~455,0.84,0.385,0.768,0.321,1.413,816,1455,0.439,
7/24/14,16:42:45,5,A,0,Rusty Cladophora,F,17,526,524,558,1843,0.061,47.2,~429,0.84,0.264,0.798,0.216,1.608,816,1455,0.439,
7/24/14,16:44:11,5,B,0,Nostoc brains,F,17,529,291,314,101,0.073,3.1,~280,0.84,0.676,0.19,0.65,0.111,307,349,0.12,
7/24/14,16:44:31,5,B,0,Nostoc brains,F,17,530,254,275,205,0.076,6.5,~248,0.84,0.778,0.357,0.76,0.269,307,349,0.12,
7/24/14,16:44:51,5,B,0,Nostoc brains,F,17,531,233,252,331,0.075,10.4,~229,0.84,0.826,0.452,0.812,0.385,307,349,0.12,
7/24/14,16:45:10,5,B,0,Nostoc brains,F,17,532,217,233,476,0.069,13.8,~213,0.84,0.8,0.524,0.785,0.498,307,349,0.12,
7/24/14,16:45:30,5,B,0,Nostoc brains,F,17,533,203,214,638,0.051,13.7,~197,0.84,0.647,0.595,0.628,0.631,307,349,0.12,
7/24/14,16:45:49,5,B,0,Nostoc brains,F,17,534,190,200,926,0.05,19.4,~185,0.84,0.667,0.643,0.649,0.745,307,349,0.12,
7/24/14,16:46:09,5,B,0,Nostoc brains,F,17,535,182,189,1227,0.037,19.1,~176,0.84,0.538,0.69,0.52,0.847,307,349,0.12,
7/24/14,16:46:28,5,B,0,Nostoc brains,F,17,536,170,178,1843,0.045,34.8,~166,0.84,0.667,0.714,0.651,0.961,307,349,0.12,
7/24/14,16:49:39,5,C,0,Yellow Cladophora,F,17,539,477,616,101,0.226,9.6,~427,0.84,0.735,0.452,0.658,0.438,541,886,0.389,
7/24/14,16:49:59,5,C,0,Yellow Cladophora,F,17,540,417,509,205,0.181,15.6,~373,0.84,0.676,0.606,0.605,0.741,541,886,0.389,
7/24/14,16:50:19,5,C,0,Yellow Cladophora,F,17,541,377,441,331,0.145,20.2,~335,0.84,0.604,0.693,0.537,1.009,541,886,0.389,
7/24/14,16:50:38,5,C,0,Yellow Cladophora,F,17,542,354,403,476,0.122,24.4,~312,0.84,0.538,0.736,0.474,1.199,541,886,0.389,
7/24/14,16:50:58,5,C,0,Yellow Cladophora,F,17,543,339,378,638,0.103,27.6,~297,0.84,0.481,0.765,0.421,1.344,541,886,0.389,
7/24/14,16:51:17,5,C,0,Yellow Cladophora,F,17,544,325,353,926,0.079,30.7,~281,0.84,0.389,0.791,0.336,1.51,541,886,0.389,
7/24/14,16:51:37,5,C,0,Yellow Cladophora,F,17,545,322,342,1227,0.058,29.9,~274,0.84,0.294,0.803,0.25,1.591,541,886,0.389,
7/24/14,16:51:57,5,C,0,Yellow Cladophora,F,17,546,313,324,1843,0.034,26.3,~263,0.84,0.18,0.823,0.151,1.735,541,886,0.389,
7/24/14,16:53:59,5,D,0,Cyano Spires,F,17,550,639,815,101,0.216,9.2,~589,0.84,0.779,0.276,0.718,0.21,674,986,0.316,
7/24/14,16:54:19,5,D,0,Cyano Spires,F,17,551,602,735,205,0.181,15.6,~546,0.84,0.704,0.394,0.639,0.341,674,986,0.316,
7/24/14,16:54:39,5,D,0,Cyano Spires,F,17,552,565,671,331,0.158,22,~510,0.84,0.658,0.484,0.594,0.469,674,986,0.316,
7/24/14,16:54:58,5,D,0,Cyano Spires,F,17,553,548,631,476,0.132,26.4,~487,0.84,0.576,0.538,0.512,0.563,674,986,0.316,
7/24/14,16:55:18,5,D,0,Cyano Spires,F,17,554,530,597,638,0.112,30,~466,0.84,0.511,0.58,0.449,0.652,674,986,0.316,
7/24/14,16:55:37,5,D,0,Cyano Spires,F,17,555,504,550,926,0.084,32.7,~437,0.84,0.407,0.638,0.353,0.793,674,986,0.316,
7/24/14,16:55:57,5,D,0,Cyano Spires,F,17,556,476,511,1227,0.068,35,~412,0.84,0.354,0.683,0.306,0.93,674,986,0.316,
7/24/14,16:56:17,5,D,0,Cyano Spires,F,17,557,465,490,1843,0.051,39.5,~398,0.84,0.272,0.705,0.233,1.012,674,986,0.316,
7/24/14,16:58:02,5,E,0,Phormidium,F,17,560,327,429,101,0.238,10.1,~313,0.84,0.879,0.033,0.841,0.021,318,438,0.274,
7/24/14,16:58:21,5,E,0,Phormidium,F,17,561,339,433,205,0.217,18.7,~315,0.84,0.797,0.017,0.741,0.012,318,438,0.274,
7/24/14,16:58:41,5,E,0,Phormidium,F,17,562,339,420,331,0.193,26.8,~308,0.84,0.723,0.067,0.657,0.043,318,438,0.274,
7/24/14,16:59:00,5,E,0,Phormidium,F,17,563,343,410,476,0.163,32.6,~303,0.84,0.626,0.108,0.553,0.068,318,438,0.274,
7/24/14,16:59:20,5,E,0,Phormidium,F,17,564,326,379,638,0.14,37.5,~286,0.84,0.57,0.225,0.5,0.156,318,438,0.274,
7/24/14,16:59:40,5,E,0,Phormidium,F,17,565,323,363,926,0.11,42.8,~277,0.84,0.465,0.283,0.399,0.207,318,438,0.274,
7/24/14,16:59:59,5,E,0,Phormidium,F,17,566,320,347,1227,0.078,40.2,~267,0.84,0.338,0.333,0.282,0.262,318,438,0.274,
7/24/14,17:00:19,5,E,0,Phormidium,F,17,567,298,316,1843,0.057,44.1,~248,0.84,0.265,0.433,0.221,0.386,318,438,0.274,
7/24/14,17:03:27,5,G,0,Rivularia,F,17,571,380,518,101,0.266,11.3,~357,0.84,0.857,-0.039,0.805,-0.021,352,507,0.306,
7/24/14,17:03:47,5,G,0,Rivularia,F,17,572,374,501,205,0.253,21.8,~349,0.84,0.836,0.019,0.78,0.012,352,507,0.306,
7/24/14,17:04:06,5,G,0,Rivularia,F,17,573,377,490,331,0.231,32.1,~344,0.84,0.774,0.058,0.706,0.035,352,507,0.306,
7/24/14,17:04:26,5,G,0,Rivularia,F,17,574,366,462,476,0.208,41.6,~330,0.84,0.727,0.148,0.655,0.097,352,507,0.306,
7/24/14,17:04:45,5,G,0,Rivularia,F,17,575,362,445,638,0.187,50.1,~321,0.84,0.669,0.2,0.593,0.139,352,507,0.306,
7/24/14,17:05:05,5,G,0,Rivularia,F,17,576,353,417,926,0.153,59.5,~306,0.84,0.577,0.284,0.5,0.216,352,507,0.306,
7/24/14,17:05:25,5,G,0,Rivularia,F,17,577,339,394,1227,0.14,72.1,~294,0.84,0.55,0.355,0.477,0.287,352,507,0.306,
7/24/14,17:05:44,5,G,0,Rivularia,F,17,578,324,360,1843,0.1,77.4,~274,0.84,0.419,0.445,0.354,0.408,352,507,0.306,
7/24/14,17:10:01,6,B,1,Rivularia,F,17,582,369,462,101,0.201,8.5,~369,0.84,1,0.011,1,0.006,371,465,0.202,
7/24/14,17:10:21,6,B,1,Rivularia,F,17,583,353,445,205,0.207,17.8,~358,0.84,1.057,0.074,1.072,0.045,371,465,0.202,
7/24/14,17:10:40,6,B,1,Rivularia,F,17,584,342,421,331,0.188,26.1,~342,0.84,1,0.16,1,0.105,371,465,0.202,
7/24/14,17:11:00,6,B,1,Rivularia,F,17,585,330,400,476,0.175,35,~328,0.84,0.972,0.234,0.966,0.163,371,465,0.202,
7/24/14,17:11:19,6,B,1,Rivularia,F,17,586,329,392,638,0.161,43.1,~323,0.84,0.913,0.266,0.896,0.186,371,465,0.202,
7/24/14,17:11:39,6,B,1,Rivularia,F,17,587,323,373,926,0.134,52.1,~310,0.84,0.794,0.33,0.762,0.247,371,465,0.202,
7/24/14,17:11:59,6,B,1,Rivularia,F,17,588,317,355,1227,0.107,55.1,~297,0.84,0.655,0.383,0.614,0.31,371,465,0.202,
7/24/14,17:12:18,6,B,1,Rivularia,F,17,589,296,325,1843,0.089,68.9,~276,0.84,0.592,0.479,0.552,0.431,371,465,0.202,
7/24/14,17:14:05,6,C,1,Rusty Cladophora,F,17,592,575,780,101,0.263,11.2,~529,0.84,0.817,0.424,0.752,0.401,657,1093,0.399,
7/24/14,17:14:24,6,C,1,Rusty Cladophora,F,17,593,515,655,205,0.214,18.4,~469,0.84,0.753,0.573,0.686,0.669,657,1093,0.399,
7/24/14,17:14:44,6,C,1,Rusty Cladophora,F,17,594,471,565,331,0.166,23.1,~421,0.84,0.653,0.67,0.584,0.935,657,1093,0.399,
7/24/14,17:15:03,6,C,1,Rusty Cladophora,F,17,595,443,515,476,0.14,28,~392,0.84,0.585,0.718,0.518,1.122,657,1093,0.399,
7/24/14,17:15:23,6,C,1,Rusty Cladophora,F,17,596,425,482,638,0.118,31.6,~373,0.84,0.523,0.75,0.459,1.268,657,1093,0.399,
7/24/14,17:15:42,6,C,1,Rusty Cladophora,F,17,597,405,446,926,0.092,35.8,~351,0.84,0.432,0.782,0.374,1.451,657,1093,0.399,
7/24/14,17:16:02,6,C,1,Rusty Cladophora,F,17,598,384,415,1227,0.075,38.7,~331,0.84,0.369,0.807,0.318,1.634,657,1093,0.399,
7/24/14,17:16:22,6,C,1,Rusty Cladophora,F,17,599,362,381,1843,0.05,38.7,~309,0.84,0.264,0.835,0.225,1.869,657,1093,0.399,
7/24/14,17:18:48,6,D,1,Nostoc brains,F,17,602,326,396,101,0.177,7.5,~339,0.84,1.228,0.017,1.277,0.013,343,401,0.145,
7/24/14,17:19:07,6,D,1,Nostoc brains,F,17,603,300,361,205,0.169,14.6,~313,0.84,1.271,0.172,1.326,0.111,343,401,0.145,
7/24/14,17:19:27,6,D,1,Nostoc brains,F,17,604,279,326,331,0.144,20,~287,0.84,1.205,0.328,1.24,0.23,343,401,0.145,
7/24/14,17:19:47,6,D,1,Nostoc brains,F,17,605,263,301,476,0.126,25.2,~267,0.84,1.118,0.414,1.135,0.332,343,401,0.145,
7/24/14,17:20:06,6,D,1,Nostoc brains,F,17,606,250,282,638,0.113,30.3,~252,0.84,1.067,0.483,1.076,0.422,343,401,0.145,
7/24/14,17:20:26,6,D,1,Nostoc brains,F,17,607,237,259,926,0.085,33.1,~233,0.84,0.846,0.552,0.832,0.548,343,401,0.145,
7/24/14,17:20:45,6,D,1,Nostoc brains,F,17,608,225,242,1227,0.07,36.1,~220,0.84,0.773,0.621,0.756,0.657,343,401,0.145,
7/24/14,17:21:05,6,D,1,Nostoc brains,F,17,609,211,222,1843,0.05,38.7,~203,0.84,0.579,0.672,0.557,0.806,343,401,0.145,
7/24/14,17:24:05,6,E,1,Cyano Spires,F,17,612,826,957,101,0.137,5.8,~775,0.84,0.72,0.232,0.676,0.157,870,1107,0.214,
7/24/14,17:24:25,6,E,1,Cyano Spires,F,17,613,788,895,205,0.12,10.3,~733,0.84,0.66,0.316,0.614,0.237,870,1107,0.214,
7/24/14,17:24:45,6,E,1,Cyano Spires,F,17,614,718,798,331,0.1,13.9,~667,0.84,0.611,0.447,0.568,0.387,870,1107,0.214,
7/24/14,17:25:04,6,E,1,Cyano Spires,F,17,615,687,752,476,0.086,17.2,~635,0.84,0.556,0.506,0.514,0.472,870,1107,0.214,
7/24/14,17:25:24,6,E,1,Cyano Spires,F,17,616,661,710,638,0.069,18.5,~604,0.84,0.462,0.553,0.422,0.559,870,1107,0.214,
7/24/14,17:25:43,6,E,1,Cyano Spires,F,17,617,635,670,926,0.052,20.2,~575,0.84,0.368,0.599,0.333,0.652,870,1107,0.214,
7/24/14,17:26:03,6,E,1,Cyano Spires,F,17,618,601,626,1227,0.04,20.6,~542,0.84,0.298,0.646,0.269,0.768,870,1107,0.214,
7/24/14,17:26:23,6,E,1,Cyano Spires,F,17,619,558,573,1843,0.026,20.1,~502,0.84,0.211,0.7,0.19,0.932,870,1107,0.214,
7/24/14,17:28:57,6,F,1,Phormidium,F,17,622,339,412,101,0.177,7.5,~311,0.84,0.723,0.137,0.663,0.09,332,449,0.261,
7/24/14,17:29:17,6,F,1,Phormidium,F,17,623,321,376,205,0.146,12.6,~290,0.84,0.64,0.265,0.578,0.194,332,449,0.261,
7/24/14,17:29:36,6,F,1,Phormidium,F,17,624,307,350,331,0.123,17.1,~275,0.84,0.573,0.359,0.513,0.283,332,449,0.261,
7/24/14,17:29:56,6,F,1,Phormidium,F,17,625,301,334,476,0.099,19.8,~265,0.84,0.478,0.41,0.421,0.344,332,449,0.261,
7/24/14,17:30:16,6,F,1,Phormidium,F,17,626,302,329,638,0.082,22,~261,0.84,0.397,0.419,0.343,0.365,332,449,0.261,
7/24/14,17:30:35,6,F,1,Phormidium,F,17,627,298,317,926,0.06,23.3,~254,0.84,0.302,0.462,0.257,0.416,332,449,0.261,
7/24/14,17:30:55,6,F,1,Phormidium,F,17,628,288,302,1227,0.046,23.7,~244,0.84,0.241,0.504,0.204,0.487,332,449,0.261,
7/24/14,17:31:14,6,F,1,Phormidium,F,17,629,278,286,1843,0.028,21.7,~234,0.84,0.154,0.556,0.13,0.57,332,449,0.261,
7/24/14,17:33:34,6,G,1,Yellow Cladophora,F,17,632,642,819,101,0.216,9.2,~562,0.84,0.689,0.443,0.603,0.426,707,1168,0.395,
7/24/14,17:33:54,6,G,1,Yellow Cladophora,F,17,633,578,692,205,0.165,14.2,~499,0.84,0.591,0.581,0.51,0.688,707,1168,0.395,
7/24/14,17:34:14,6,G,1,Yellow Cladophora,F,17,634,530,612,331,0.134,18.6,~456,0.84,0.526,0.662,0.453,0.908,707,1168,0.395,
7/24/14,17:34:33,6,G,1,Yellow Cladophora,F,17,635,499,563,476,0.114,22.8,~428,0.84,0.474,0.707,0.407,1.075,707,1168,0.395,
7/24/14,17:34:53,6,G,1,Yellow Cladophora,F,17,636,477,530,638,0.1,26.8,~409,0.84,0.438,0.738,0.376,1.204,707,1168,0.395,
7/24/14,17:35:12,6,G,1,Yellow Cladophora,F,17,637,461,496,926,0.071,27.6,~388,0.84,0.324,0.766,0.273,1.355,707,1168,0.395,
7/24/14,17:35:32,6,G,1,Yellow Cladophora,F,17,638,438,465,1227,0.058,29.9,~369,0.84,0.281,0.792,0.237,1.512,707,1168,0.395,
7/24/14,17:35:52,6,G,1,Yellow Cladophora,F,17,639,432,449,1843,0.038,29.4,~359,0.84,0.189,0.805,0.157,1.601,707,1168,0.395,
7/24/14,16:35:50,,,,,F,17,509,749,1071,1413,0.301,178.6,~685,0.84,0.834,0.301,0.763,0.247,784,1336,0.413,
7/24/14,16:36:10,,,,,F,17,510,695,960,1173,0.276,136,~637,0.84,0.82,0.415,0.752,0.392,784,1336,0.413,
7/24/14,16:36:30,,,,,F,17,511,650,837,1162,0.223,108.8,~581,0.84,0.73,0.536,0.653,0.596,784,1336,0.413,
7/24/14,16:36:50,,,,,F,17,512,612,756,1190,0.19,95,~541,0.84,0.67,0.611,0.592,0.767,784,1336,0.413,
7/24/14,16:37:10,,,,,F,17,513,579,690,1234,0.161,83.4,~506,0.84,0.603,0.667,0.527,0.936,784,1336,0.413,
7/24/14,16:37:30,,,,,F,17,514,546,621,1469,0.121,74.7,~468,0.84,0.49,0.723,0.42,1.151,784,1336,0.413,
7/24/14,16:37:49,,,,,F,17,515,516,571,1485,0.096,59.9,~439,0.84,0.417,0.761,0.355,1.34,784,1336,0.413,
7/24/14,16:38:09,,,,,F,17,516,497,530,1557,0.062,40.5,~414,0.84,0.284,0.79,0.237,1.521,784,1336,0.413,
7/24/14,17:40:37,1,A,0,Nostoc brains,FO,17,642,473,590,1,0.198,0.1,-,0.84,-,-,-,-,473,590,0.198,
7/24/14,17:44:57,1,B,0,Rusty Cladophora,FO,17,652,702,1380,1,0.491,0.2,-,0.84,-,-,-,-,702,1380,0.491,
7/24/14,17:49:08,1,C,0,Phormidium,FO,17,662,565,866,1,0.348,0.1,-,0.84,-,-,-,-,565,866,0.348,
7/24/14,17:53:47,1,E,0,Yellow Cladophora,FO,17,673,723,1403,1,0.485,0.2,-,0.84,-,-,-,-,723,1403,0.485,
7/24/14,17:58:10,1,F,0,Rivularia,FO,17,683,344,493,1,0.302,0.1,-,0.84,-,-,-,-,344,493,0.302,
7/24/14,18:02:15,1,G,0,Cyano Spires,FO,17,693,853,1360,1,0.373,0.2,-,0.84,-,-,-,-,853,1360,0.373,
7/24/14,18:11:36,2,A,1,Yellow Cladophora,FO,17,703,348,560,1,0.379,0.2,-,0.84,-,-,-,-,348,560,0.379,
7/24/14,18:16:27,2,B,1,Phormidium,FO,17,713,255,461,1,0.447,0.2,-,0.84,-,-,-,-,255,461,0.447,
7/24/14,18:20:43,2,C,1,Rivularia,FO,17,723,346,459,1,0.246,0.1,-,0.84,-,-,-,-,346,459,0.246,
7/24/14,18:25:13,2,E,1,Rusty Cladophora,FO,17,734,978,1898,1,0.485,0.2,-,0.84,-,-,-,-,978,1898,0.485,
7/24/14,18:30:02,2,F,1,Cyano Spires,FO,17,745,550,727,1,0.243,0.1,-,0.84,-,-,-,-,550,727,0.243,
7/24/14,18:34:24,2,G,1,Nostoc brains,FO,17,755,280,340,1,0.176,0.1,-,0.84,-,-,-,-,280,340,0.176,
7/24/14,19:34:44,3,A,0,Cyano Spires,FO,17,838,741,1080,1,0.314,0.1,-,0.84,-,-,-,-,741,1080,0.314,
7/24/14,19:39:51,3,C,0,Nostoc brains,FO,17,849,446,549,1,0.188,0.1,-,0.84,-,-,-,-,446,549,0.188,
7/24/14,19:44:42,3,D,0,Rusty Cladophora,FO,17,859,701,1475,1,0.525,0.2,-,0.84,-,-,-,-,701,1475,0.525,
7/24/14,19:50:31,3,E,0,Rivularia,FO,17,869,400,614,1,0.349,0.1,-,0.84,-,-,-,-,400,614,0.349,
7/24/14,19:56:02,3,F,0,Yellow Cladophora,FO,17,879,714,1362,1,0.476,0.2,-,0.84,-,-,-,-,714,1362,0.476,
7/24/14,20:00:58,3,G,0,Phormidium,FO,17,889,274,455,1,0.398,0.2,-,0.84,-,-,-,-,274,455,0.398,
7/24/14,18:45:32,4,A,1,Rivularia,FO,17,765,327,456,1,0.283,0.1,-,0.84,-,-,-,-,327,456,0.283,
7/24/14,18:49:16,4,A,1,Rivularia,FO,17,775,321,482,1,0.334,0.1,-,0.84,-,-,-,-,321,482,0.334,
7/24/14,19:08:29,4,B,1,Yellow Cladophora,FO,17,785,432,749,1,0.423,0.2,-,0.84,-,-,-,-,432,749,0.423,
7/24/14,19:13:56,4,D,1,Phormidium,FO,17,796,278,463,1,0.4,0.2,-,0.84,-,-,-,-,278,463,0.4,
7/24/14,19:18:28,4,E,1,Nostoc brains,FO,17,807,239,300,1,0.203,0.1,-,0.84,-,-,-,-,239,300,0.203,
7/24/14,19:23:17,4,F,1,Cyano Spires,FO,17,818,846,1174,1,0.279,0.1,-,0.84,-,-,-,-,846,1174,0.279,
7/24/14,19:27:25,4,G,1,Rusty Cladophora,FO,17,828,1014,1901,1,0.467,0.2,-,0.84,-,-,-,-,1014,1901,0.467,
7/24/14,16:40:08,5,A,0,Rusty Cladophora,FO,17,518,816,1455,1,0.439,0.2,-,0.84,-,-,-,-,816,1455,0.439,
7/24/14,16:43:52,5,B,0,Nostoc brains,FO,17,528,307,349,1,0.12,0.1,-,0.84,-,-,-,-,307,349,0.12,
7/24/14,16:49:20,5,C,0,Yellow Cladophora,FO,17,538,541,886,1,0.389,0.2,-,0.84,-,-,-,-,541,886,0.389,
7/24/14,16:53:41,5,D,0,Cyano Spires,FO,17,549,674,986,1,0.316,0.1,-,0.84,-,-,-,-,674,986,0.316,
7/24/14,16:57:42,5,E,0,Phormidium,FO,17,559,318,438,1,0.274,0.1,-,0.84,-,-,-,-,318,438,0.274,
7/24/14,17:03:07,5,G,0,Rivularia,FO,17,570,352,507,1,0.306,0.1,-,0.84,-,-,-,-,352,507,0.306,
7/24/14,17:09:41,6,B,1,Rivularia,FO,17,581,371,465,1,0.202,0.1,-,0.84,-,-,-,-,371,465,0.202,
7/24/14,17:13:45,6,C,1,Rusty Cladophora,FO,17,591,657,1093,1,0.399,0.2,-,0.84,-,-,-,-,657,1093,0.399,
7/24/14,17:18:29,6,D,1,Nostoc brains,FO,17,601,343,401,1,0.145,0.1,-,0.84,-,-,-,-,343,401,0.145,
7/24/14,17:23:46,6,E,1,Cyano Spires,FO,17,611,870,1107,1,0.214,0.1,-,0.84,-,-,-,-,870,1107,0.214,
7/24/14,17:28:38,6,F,1,Phormidium,FO,17,621,332,449,1,0.261,0.1,-,0.84,-,-,-,-,332,449,0.261,
7/24/14,17:33:15,6,G,1,Yellow Cladophora,FO,17,631,707,1168,1,0.395,0.2,-,0.84,-,-,-,-,707,1168,0.395,
7/24/14,16:35:32,,,,,FO,17,508,784,1336,1321,0.413,229.1,-,0.84,-,-,-,-,784,1336,0.413,
7/24/14,17:40:05,1,A,0,Nostoc brains,FO,25,641,505,615,1,0.179,0.1,-,0.84,-,-,-,-,505,615,0.179,
7/24/14,17:44:37,1,B,0,Rusty Cladophora,FO,25,651,695,1519,1,0.542,0.2,-,0.84,-,-,-,-,695,1519,0.542,
7/24/14,17:48:52,1,C,0,Phormidium,FO,25,661,554,906,1,0.389,0.2,-,0.84,-,-,-,-,554,906,0.389,
7/24/14,17:52:42,1,D,0,Blank,FO,25,671,11,23,1,-,-,-,0.84,-,-,-,-,11,23,0.522,
7/24/14,17:53:25,1,E,0,Yellow Cladophora,FO,25,672,714,1479,1,0.517,0.2,-,0.84,-,-,-,-,714,1479,0.517,
7/24/14,17:57:58,1,F,0,Rivularia,FO,25,682,346,521,1,0.336,0.1,-,0.84,-,-,-,-,346,521,0.336,
7/24/14,18:02:00,1,G,0,Cyano Spires,FO,25,692,839,1408,1,0.404,0.2,-,0.84,-,-,-,-,839,1408,0.404,
7/24/14,18:11:20,2,A,1,Yellow Cladophora,FO,25,702,357,608,1,0.413,0.2,-,0.84,-,-,-,-,357,608,0.413,
7/24/14,18:15:59,2,B,1,Phormidium,FO,25,712,223,468,1,0.524,0.2,-,0.84,-,-,-,-,223,468,0.524,
7/24/14,18:20:31,2,C,1,Rivularia,FO,25,722,338,475,1,0.288,0.1,-,0.84,-,-,-,-,338,475,0.288,
7/24/14,18:24:18,2,D,1,Blank,FO,25,732,55,80,1,0.313,0.1,-,0.84,-,-,-,-,55,80,0.313,
7/24/14,18:24:45,2,E,1,Rusty Cladophora,FO,25,733,946,1949,1,0.515,0.2,-,0.84,-,-,-,-,946,1949,0.515,
7/24/14,18:29:23,2,F,1,Cyano Spires,FO,25,744,630,833,1,0.244,0.1,-,0.84,-,-,-,-,630,833,0.244,
7/24/14,18:34:11,2,G,1,Nostoc brains,FO,25,754,285,363,1,0.215,0.1,-,0.84,-,-,-,-,285,363,0.215,
7/24/14,19:34:16,3,A,0,Cyano Spires,FO,25,837,738,1112,1,0.336,0.1,-,0.84,-,-,-,-,738,1112,0.336,
7/24/14,19:39:08,3,C,0,Nostoc brains,FO,25,848,444,569,1,0.22,0.1,-,0.84,-,-,-,-,444,569,0.22,
